X,Y,Catchment,Total Powe,Transmissi,Transmis_1,Turbine Di,Transmis_2,Full Suppl,Powerhouse,Dam Type,Reservoir,Estimated,Total Leng,Reservoi_1,Reservoi_2,Reservoi_3,Run-of-Riv,Township,Myanmar Se,% use MYA,Export (MW,Height (m),Qmin/ MAF,Crest Leng,Distance a,Plant Fact,Installed,Financiers,GIS Rainfa,Max reserv,Unit Flow,District,Mean annua,Developers,Sub-Basin,Status (la,State/Regi,Basin,Annual Run,Catchmen_1,Sub-Basi_1,Mean ann_1,Installe_1,Total stor,Notes,River,Function,Country,Location_L,Location_1,Status,Project Na,COD Year,Project ID,icon_url
95.072583,17.991848,,,,,,,,,,,,,,,,,,,,,,,1142.944224000000077,,,,,,7.93000,,,,,,,,,,,,n/a,n/a,"183.619",Google Earth visible. DoI/MoAI Data.,Kanyin,IRR,MYN,95.072582999999995,17.991848000000001,Complete,Kanyin,"2012",DAM0119,./0.png
97.798928,22.933678,,,,,,,,,,,,,,,,,,,,,,,329.167936600000019,,,,,,0.58000,,,,,,,,,,,,n/a,n/a,"6.212",Google Earth visible. DoI/MoAI Data.,Kaukkwe,IRR,MYN,97.798928000000004,22.933678000000000,Complete,Kaukkwe,"2006",DAM0120,./0.png
95.011249,18.450999,,,,,,,,,,,,,,,,,,,,,,,594.330996600000049,,,,,,7.89000,,,,,,,,,,,,n/a,n/a,"15.477",Google Earth visible. DoI/MoAI Data.,Khawar,IRR,MYN,95.011249000000007,18.450998999999999,Complete,Khawar,"2004",DAM0122,./0.png
95.693168,19.908676,,,,,,,,,,,,,,,,,,,,,,,487.656202399999984,,,,,,1.86000,,,,,,,,,,,,n/a,n/a,"12.982",Google Earth visible. DoI/MoAI Data.,Kinmundaung,IRR,MYN,95.693168000000000,19.908676000000000,Complete,Kinmundaung,"1990",DAM0123,./0.png
95.708602,22.666332,,,,,,,,,,,,,,,,,,,,,,,1913.745809000000008,,,,,,21.85000,,,,,,,,,,,,n/a,n/a,"47.237",Google Earth visible. DoI/MoAI Data.,Mu,IRR,MYN,95.708601999999999,22.666332000000001,Complete,Kintat,"1997",DAM0124,./0.png
95.458244,21.107401,,,,,,,,,,,,,,,,,,,,,,,969.000000000000000,,,,,,1.36000,,,,,,,,,,,,n/a,n/a,"6.46",Google Earth visible. DoI/MoAI Data.,Kyauktalone,IRR,MYN,95.458243999999993,21.107400999999999,Complete,Kyauktalone (1),"1993",DAM0126,./0.png
95.469553,21.076999,,,,,,,,,,,,,,,,,,,,,,,423.000000000000000,,,,,,2.01000,,,,,,,,,,,,n/a,n/a,"12.8",Google Earth visible. DoI/MoAI Data.,Kyauktalone,IRR,MYN,95.469553000000005,21.076999000000001,Complete,Kyauktalone (2) - Modulating Dam,"2001",DAM0127,./0.png
96.169943,20.425297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,96.169943000000004,20.425297000000000,Complete,Kyee Ni,,DAM0128,./0.png
95.664076,23.08728,,,,,,,,,,,,,,,,,,,,,,,2347.000000000000000,,,,,,8.50000,,,,,,,,,,,,n/a,n/a,"54.27",Google Earth visible. DoI/MoAI Data.,Indaw Pauk,IRR,MYN,95.664075999999994,23.087280000000000,Complete,Kyeebin-et,"2001",DAM0129,./0.png
94.417348,20.331771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"370","74",,Google Earth visible.,Mone,HP,MYN,94.417348000000004,20.331771000000000,Complete,Kyeeon Kyeewa,"2012",DAM0130,./0.png
95.65751,21.054113,,,,,,,,,,,,,,,,,,,,,,,579.000000000000000,,,,,,0.67000,,,,,,,,,,,,n/a,n/a,"2.58",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.657510000000002,21.054113000000001,Complete,Kyin-tha,"2003",DAM0131,./0.png
97.746971,26.1973,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"1900",,"0",245.50000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"14396",,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,Malikha,HP,MYN,97.746971000000002,26.197299999999998,Planned,Laiza,"2021",DAM0132,./0.png
98.406111,26.595833,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"1800",,"0",4.98000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"10140",,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,May Hka,HP,MYN,98.406110999999996,26.595832999999999,Planned,Lakin,"2026",DAM0133,./0.png
95.15673,20.445332,,,,,,,,,,,,,,,,,,,,,,,610.000000000000000,,,,,,1.27000,,,,,,,,,,,,n/a,n/a,"5.86",Google Earth visible. DoI/MoAI Data.,Paung Kwe,IRR,MYN,95.156729999999996,20.445332000000001,Complete,Ledaingzin,"2001",DAM0135,./0.png
95.400088,22.053801,,,,,,,,,,,,,,,,,,,,,,,1219.140505999999959,,,,,,1.15000,,,,,,,,,,,,n/a,n/a,"5.959",Google Earth visible. DoI/MoAI Data.,Htan Pin Su,IRR,MYN,95.400087999999997,22.053801000000000,Complete,Letpan,"2003",DAM0136,./0.png
95.525593,23.14541,,,,,,,,,,,,,,,,,,,,,,,2987.000000000000000,,,,,,1.17000,,,,,,,,,,,,n/a,n/a,"12.56",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.525593000000001,23.145409999999998,Complete,Linban,"2009",DAM0137,./0.png
95.081046,18.106536,,,,,,,,,,,,,,,,,,,,,,,3596.464492999999948,,,,,,5.38000,,,,,,,,,,,,n/a,n/a,"86.38",Google Earth visible. DoI/MoAI Data.,Ma Mya,IRR,MYN,95.081046000000001,18.106535999999998,Complete,Ma Mya,"2007",DAM0138,./0.png
94.868121,19.033781,,,,,,,,,,,,,,,,,,,,,,,585.187442899999951,,,,,,3.89000,,,,,,,,,,,,n/a,n/a,"66.636",Google Earth visible. DoI/MoAI Data.,Maday,IRR,MYN,94.868121000000002,19.033781000000001,Complete,Maday,"2007",DAM0139,./0.png
96.096806,22.593002,,,,,,,,,,,,,,,,,,,,,,,3612.000000000000000,,,,,,9.03000,,,,,,,,,,,,n/a,n/a,"70.69",Google Earth visible. DoI/MoAI Data.,Male-Nattaung,IRR,MYN,96.096806000000001,22.593001999999998,Complete,Male-Nattaung,"2007",DAM0140,./0.png
94.423262,20.096772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20000,,,,,,,,,,,,n/a,n/a,"148.018",Google Earth visible. DoI/MoAI Data.,Mann Creek,IRR,MYN,94.423261999999994,20.096772000000001,Complete,Manchaung (Mann),,DAM0141,./0.png
95.865057,20.875818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.865056999999993,20.875817999999999,Complete,Meikhtila,,DAM0143,./0.png
97.768566,24.835331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.5",,Google Earth visible.,Měng nǎi hé,HP,MYN,97.768566000000007,24.835331000000000,Complete,Mēntóu xī,,DAM0144,./0.png
96.930558,21.938771,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"700",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,,,,"Location an estimate based on map in ""The Project for Formulation of the National Electricity Master Plan in the Republic of the Union of Myanmar"",",Myitnge,HP,MYN,96.930558000000005,21.938770999999999,Planned,Middle Yeywa,,DAM0145,./0.png
95.909904,18.117447,,,,,,,,,,,,,,,,,,,,,,,928.000000000000000,,,,,,5.09000,,,,,,,,,,,,n/a,n/a,"53.86",Google Earth visible. DoI/MoAI Data.,Min Hla,IRR,MYN,95.909903999999997,18.117446999999999,Complete,Min Hla,"2003",DAM0146,./0.png
94.259852,20.478481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330","75",,Google Earth visible. DoI/MoAI Data.,Mone,HP,MYN,94.259851999999995,20.478480999999999,Complete,Mone,"2004",DAM0147,./0.png
97.577462,23.145283,,,,,,,,,,,,,,,,,,,,,,,518.134715000000028,,,,,,4.48000,,,,,,,,,,,,n/a,n/a,"31.961",Google Earth visible. DoI/MoAI Data.,Nam Swam,IRR,MYN,97.577461999999997,23.145282999999999,Complete,Mone Yin,"2008",DAM0148,./0.png
94.816231,21.615887,,,,,,,,,,,,,,,,,,,,,,,783.297775099999967,,,,,,2.00000,,,,,,,,,,,,,,"4.936",Google Earth visible. DoI/MoAI Data.,Myaing Chaung,IRR,MYN,94.816231000000002,21.615887000000001,Complete,Myaing Chaung,"1992",DAM0149,./0.png
95.719008,21.672793,,,,,,,,,,,,,,,,,,,,,,,20.000000000000000,,,,,,6.95000,,,,,,,,,,,,n/a,"2000","1128",Google Earth visible. DoI/MoAI Data.,Ku Htaw,IRR,MYN,95.719008000000002,21.672792999999999,Complete,Myotha,,DAM0152,./0.png
95.214678,22.41452,,,,,,,,,,,,,,,,,,,,,,,792.000000000000000,,,,,,1.58000,,,,,,,,,,,,n/a,n/a,"9.21",Google Earth visible. DoI/MoAI Data.,Myothit,IRR,MYN,95.214678000000006,22.414520000000000,Complete,Myothit,"2004",DAM0153,./0.png
95.16702,20.395229,,,,,,,,,,,,,,,,,,,,,,,929.594635799999992,,,,,,1.12000,,,,,,,,,,,,n/a,n/a,"7.762",Google Earth visible. DoI/MoAI Data.,Nagar,IRR,MYN,95.167019999999994,20.395229000000000,Complete,Nagar,,DAM0154,./0.png
97.307334,22.857605,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"100",,"0",0.00000,0.000000000000000,,0.000000000000000,Hong Pang Co.,,,,,0.00000,"0",,,,,"Location an estimate based on MoEP map; however, not mentioned on MoEP list, or in ""The Project for Formulation of the National Electricity Master Plan in the Republic of the Union of Myanmar""",,HP,MYN,97.307333999999997,22.857605000000000,Planned,Namtu,,DAM0158,./0.png
95.036264,17.850106,,,,,,,,,,,,,,,,,,,,,,,487.656202399999984,,,,,,2.49000,,,,,,,,,,,,n/a,n/a,"49.36",Google Earth visible. DoI/MoAI Data.,Nankathu,IRR,MYN,95.036264000000003,17.850106000000000,Complete,Nankathu,"2000",DAM0159,./0.png
95.722506,21.800573,,,,,,,,,,,,,,,,,,,,,,,1871.000000000000000,,,,,,1.70000,,,,,,,,,,,,n/a,n/a,"6.15",Google Earth visible. DoI/MoAI Data.,Nat Thar Taw,IRR,MYN,95.722505999999996,21.800573000000000,Complete,Nat Thar Taw,"2003",DAM0160,./0.png
95.884964,20.684856,,,,,,,,,,,,,,,,,,,,,,,1044.000000000000000,,,,,,2.69000,,,,,,,,,,,,n/a,n/a,"13.94",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.884963999999997,20.684856000000000,Complete,Natkar,"2013",DAM0161,./0.png
95.48095,20.409266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90000,,,,,,,,,,,,n/a,n/a,"124.582",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.480950000000007,20.409265999999999,Complete,Natmouk,,DAM0162,./0.png
96.160508,17.355585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.50000,,,,,,,,,,,,n/a,n/a,"222",Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.160507999999993,17.355585000000001,Complete,Nga Moe Yeik,"1995",DAM0163,./0.png
95.107695,21.168644,,,,,,,,,,,,,,,,,,,,,,,2301.127704999999878,,,,,,1.40000,,,,,,,,,,,,n/a,n/a,"8.61",Google Earth visible. DoI/MoAI Data.,Chaung Ma Gyi,IRR,MYN,95.107695000000007,21.168644000000000,Complete,Ngathayauk,"2006",DAM0164,./0.png
95.041531,21.902657,,,,,,,,,,,,,,,,,,,,,,,1609.265468000000055,,,,,,4.05000,,,,,,,,,,,,n/a,n/a,"18.811",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.041531000000006,21.902657000000001,Complete,Ngwe Thar,"2004",DAM0165,./0.png
95.5687,21.659382,,,,,,,,,,,,,,,,,,,,,,,1052.000000000000000,,,,,,2.18000,,,,,,,,,,,,n/a,n/a,"12.3",Google Earth visible. DoI/MoAI Data.,Pinle,IRR,MYN,95.568700000000007,21.659382000000001,Complete,North Pinle,"1996",DAM0166,./0.png
94.67744,22.053354,,,,,,,,,,,,,,,,,,,,,,,3169.765315000000101,,,,,,2.43000,,,,,,,,,,,,n/a,n/a,"17.339",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.677440000000004,22.053353999999999,Complete,North Yamar (1),"1998",DAM0167,./0.png
95.303983,22.008236,,,,,,,,,,,,,,,,,,,,,,,1158.183481000000029,,,,,,0.75000,,,,,,,,,,,,n/a,n/a,"3.701",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.303983000000002,22.008236000000000,Complete,Nwegway,"1993",DAM0168,./0.png
95.14163,18.797819,,,,,,,,,,,,,,,,,,,,,,,1128.000000000000000,,,,,,,,,,,,,,,,,,n/a,n/a,"21.6",Google Earth visible. DoI/MoAI Data.,Nyaung-gaing,IRR,MYN,95.141630000000006,18.797819000000000,Complete,Nyaung-gaing,"1999",DAM0169,./0.png
95.819567,20.789507,,,,,,,,,,,,,,,,,,,,,,,1950.624810000000025,,,,,,1.67000,,,,,,,,,,,,n/a,n/a,"4.035",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.819567000000006,20.789507000000000,Complete,Nyaunggone,"2005",DAM0170,./0.png
95.610306,19.212315,,,,,,,,,,,,,,,,,,,,,,,731.000000000000000,,,,,,5.42000,,,,,,,,,,,,n/a,n/a,"40.6",Google Earth visible. DoI/MoAI Data.,Pade,IRR,MYN,95.610305999999994,19.212315000000000,Complete,Pade,"2005",DAM0171,./0.png
95.525824,20.291535,,,,,,,,,,,,,,,,,,,,,,,1298.000000000000000,,,,,,2.71000,,,,,,,,,,,,n/a,n/a,"15.06",Google Earth visible. DoI/MoAI Data.,Palin,IRR,MYN,95.525824000000000,20.291535000000000,Complete,Palin,"2001",DAM0172,./0.png
98.289919,26.476081,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"1600",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,,,,Not mentioned on MoEP list of planned dams. Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,N'Mai,HP,MYN,98.289918999999998,26.476081000000001,Planned,Pashe,"2021",DAM0173,./0.png
95.589723,21.81169,,,,,,,,,,,,,,,,,,,,,,,868.637610500000051,,,,,,1.85000,,,,,,,,,,,,n/a,n/a,"9.717",Google Earth visible. DoI/MoAI Data.,Paunggadaw,IRR,MYN,95.589723000000006,21.811689999999999,Complete,Paunggadaw,"2002",DAM0174,./0.png
96.095995,17.509063,,,,,,,,,,,,,,,,,,,,,,,681.000000000000000,,,,,,18.21000,,,,,,,,,,,,n/a,n/a,"147.03",Google Earth visible. DoI/MoAI Data.,Paunglinn,IRR,MYN,96.095995000000002,17.509063000000001,Complete,Paunglinn,"2004",DAM0175,./0.png
95.637255,23.013559,,,,,,,,,,,,,,,,,,,,,,,591.000000000000000,,,,,,3.93000,,,,,,,,,,,,n/a,n/a,"9.7",Google Earth visible. DoI/MoAI Data.,Pegyi,IRR,MYN,95.637254999999996,23.013559000000001,Complete,Pegyi,"2006",DAM0176,./0.png
95.070568,22.021024,,,,,,,,,,,,,,,,,,,,,,,1331.911002999999937,,,,,,1.77000,,,,,,,,,,,,n/a,n/a,"9.165",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.070567999999994,22.021024000000001,Complete,Phaunggada,"2005",DAM0177,./0.png
98.385556,26.827594,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"2000",,"0",6.90000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"11080",,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,May Hka,HP,MYN,98.385555999999994,26.827594000000001,Planned,Phizaw,"2026",DAM0178,./0.png
96.042454,17.245914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20000,,,,,,,,,,,,n/a,n/a,"222",Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.042454000000006,17.245913999999999,Complete,Phugyi,,DAM0179,./0.png
95.300929,20.712043,,,,,,,,,,,,,,,,,,,,,,,671.000000000000000,,,,,,3.24000,,,,,,,,,,,,n/a,n/a,"23.25",Google Earth visible. DoI/MoAI Data.,Pinn Chaung,IRR,MYN,95.300928999999996,20.712043000000001,Complete,Pinn Chaung,"1998",DAM0180,./0.png
95.247579,20.808545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.247579000000002,20.808544999999999,Complete,Popa,,DAM0181,./0.png
96.136176,20.938996,,,,,,,,,,,,,,,,,,,,,,,4266.991770999999972,,,,,,6.24000,,,,,,,,,,,,n/a,n/a,"9.733",Google Earth visible. DoI/MoAI Data.,Samon,IRR,MYN,96.136176000000006,20.938995999999999,Complete,Samon,"1993",DAM0182,./0.png
95.066611,21.981113,,,,,,,,,,,,,,,,,,,,,,,1097.226454999999987,,,,,,1.85000,,,,,,,,,,,,n/a,n/a,"5.699",Google Earth visible. DoI/MoAI Data.,Sarlingyi,IRR,MYN,95.066610999999995,21.981113000000001,Complete,Sarlingyi,"2004",DAM0183,./0.png
96.323053,22.348589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.70000,,,,,,,,,,,,"134","25","446.49",Google Earth visible. DoI/MoAI Data.,Chaung Ma Gyi,MP,MYN,96.323053000000002,22.348589000000000,Complete,Sedawgyi,"1989",DAM0184,./0.png
95.597897,20.839191,,,,,,,,,,,,,,,,,,,,,,,2073.000000000000000,,,,,,4.59000,,,,,,,,,,,,n/a,n/a,"26.61",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.597897000000003,20.839191000000000,Complete,Shanma-Nge,"2009",DAM0185,./0.png
95.252426,18.710748,,,,,,,,,,,,,,,,,,,,,,,238.000000000000000,,,,,,1.91000,,,,,,,,,,,,n/a,n/a,"6.61",Google Earth visible. DoI/MoAI Data.,Kalar Chaung,IRR,MYN,95.252426000000000,18.710747999999999,Complete,Shwedaung,"1992",DAM0186,./0.png
94.9989,22.33525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,Chindwin,HP,MYN,94.998900000000006,22.335249999999998,Cancelled,Shwezaye,n/a,DAM0189,./0.png
95.16705,21.496183,,,,,,,,,,,,,,,,,,,,,,,472.721731200000022,,,,,,0.65000,,,,,,,,,,,,n/a,n/a,"3.961",Google Earth visible. DoI/MoAI Data.,Sin Chaung,IRR,MYN,95.167050000000003,21.496182999999998,Complete,Sin Chaung,"1994",DAM0190,./0.png
95.305956,21.118182,,,,,,,,,,,,,,,,,,,,,,,1250.000000000000000,,,,,,2.08000,,,,,,,,,,,,n/a,n/a,"14.76",Google Earth visible. DoI/MoAI Data.,Sindewa,IRR,MYN,95.305955999999995,21.118182000000001,Complete,Sindewa,"1996",DAM0191,./0.png
96.436115,22.074457,,,,,,,,,,,,,,,,,,,,,,,202.682109099999991,,,,,,0.86000,,,,,,,,,,,,n/a,n/a,"8.421",Google Earth visible. DoI/MoAI Data.,Sinlan,IRR,MYN,96.436115000000001,22.074456999999999,Complete,Sinlan,"2002",DAM0192,./0.png
94.028495,22.598882,,,,,,,,,,,,,,,,,,,,,,,185.918927200000013,,,,,,1.46000,,,,,,,,,,,,,,"14.69",Google Earth visible. DoI/MoAI Data.,Khayan,IRR,MYN,94.028495000000007,22.598882000000000,Complete,South Khayan,"1993",DAM0193,./0.png
95.492622,18.959728,,,,,,,,,,,,,,,,,,,,,,,945.000000000000000,,,,,,8.44000,,,,,,,,,,,,n/a,n/a,"25.91",Google Earth visible. DoI/MoAI Data.,South Nawin,IRR,MYN,95.492621999999997,18.959727999999998,Complete,South Nawin (2),"1994",DAM0194,./0.png
95.549981,21.641813,,,,,,,,,,,,,,,,,,,,,,,960.000000000000000,,,,,,1.77000,,,,,,,,,,,,n/a,n/a,"10.46",Google Earth visible. DoI/MoAI Data.,Pinle,IRR,MYN,95.549981000000002,21.641812999999999,Complete,South Pinle,"1994",DAM0195,./0.png
94.736177,21.821946,,,,,,,,,,,,,,,,,,,,,,,1795.184394999999995,,,,,,3.04000,,,,,,,,,,,,n/a,n/a,"21.027",Google Earth visible. DoI/MoAI Data.,Yamar Taung,IRR,MYN,94.736176999999998,21.821946000000001,Complete,South Yamar,"2000",DAM0196,./0.png
95.584486,20.169512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,"38.515",Google Earth visible. DoI/MoAI Data.,Sun Creek,IRR,MYN,95.584485999999998,20.169512000000001,Complete,Sunchaung,,DAM0197,./0.png
95.416244,21.417041,,,,,,,,,,,,,,,,,,,,,,,945.000000000000000,,,,,,1.28000,,,,,,,,,,,,n/a,n/a,"5.66",Google Earth visible. DoI/MoAI Data.,Sunlun,IRR,MYN,95.416244000000006,21.417041000000001,Complete,Sunlun,"1994",DAM0198,./0.png
95.578598,18.922544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.60000,,,,,,,,,,,,n/a,n/a,"354.009",Google Earth visible. DoI/MoAI Data.,Taungnawin Creek,IRR,MYN,95.578598000000000,18.922543999999998,Complete,Taungnawin,,DAM0201,./0.png
95.969404,20.452426,,,,,,,,,,,,,,,,,,,,,,,1036.000000000000000,,,,,,34.80000,,,,,,,,,,,,n/a,n/a,"258.99",Google Earth visible. DoI/MoAI Data.,Taungnyo,IRR,MYN,95.969403999999997,20.452425999999999,Complete,Taungnyo,"1996",DAM0202,./0.png
95.476952,21.268241,,,,,,,,,,,,,,,,,,,,,,,731.000000000000000,,,,,,1.24000,,,,,,,,,,,,n/a,n/a,"6.15",Google Earth visible. DoI/MoAI Data.,Taungtha,IRR,MYN,95.476951999999997,21.268241000000000,Complete,Taungtha,"1997",DAM0203,./0.png
95.864282,20.515519,,,,,,,,,,,,,,,,,,,,,,,749.771411199999989,,,,,,2.07000,,,,,,,,,,,,n/a,n/a,"7.429",Google Earth visible. DoI/MoAI Data.,Thaphan Chaung,IRR,MYN,95.864282000000003,20.515519000000001,Complete,Thaphan Chaung,"1990",DAM0204,./0.png
95.354794,23.306586,,,,,,,,,,,,,,,,,,,,,,,6884.181652000000213,,,,,,470.25000,,,,,,,,,,,,,"30","3552.48",Google Earth visible. DoI/MoAI Data.,Mu,MP,MYN,95.354793999999998,23.306585999999999,Complete,Thapanzeik,"2002",DAM0205,./0.png
95.262088,22.240321,,,,,,,,,,,,,,,,,,,,,,,990.551661100000047,,,,,,1.34000,,,,,,,,,,,,n/a,n/a,"8.141",Google Earth visible. DoI/MoAI Data.,Thazi,IRR,MYN,95.262088000000006,22.240321000000002,Complete,Thazi,"1995",DAM0206,./0.png
95.866928,17.816109,,,,,,,,,,,,,,,,,,,,,,,1600.000000000000000,,,,,,10.93000,,,,,,,,,,,,n/a,n/a,"64.79",Google Earth visible. DoI/MoAI Data.,The-gaw,IRR,MYN,95.866928000000001,17.816109000000001,Complete,The-gaw,"2000",DAM0207,./0.png
96.210114,20.711113,,,,,,,,,,,,,,,,,,,,,,,1359.341664000000037,,,,,,2.79000,,,,,,,,,,,,n/a,n/a,"18.696",Google Earth visible. DoI/MoAI Data.,Thettaw,IRR,MYN,96.210114000000004,20.711113000000001,Complete,Thettaw,"1995",DAM0208,./0.png
95.712494,20.971218,,,,,,,,,,,,,,,,,,,,,,,1681.000000000000000,,,,,,4.42000,,,,,,,,,,,,n/a,n/a,"25.83",Google Earth visible. DoI/MoAI Data.,Thinbon,IRR,MYN,95.712494000000007,20.971218000000000,Complete,Thinbon,"2003",DAM0209,./0.png
94.932945,21.51692,,,,,,,,,,,,,,,,,,,,,,,945.000000000000000,,,,,,0.51000,,,,,,,,,,,,n/a,n/a,"2.11",Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.932945000000004,21.516919999999999,Complete,Thirinandar,"2004",DAM0210,./0.png
95.951677,17.739216,,,,,,,,,,,,,,,,,,,,,,,402.316367000000014,,,,,,28.73000,,,,,,,,,,,,n/a,n/a,"293.1",Google Earth visible. DoI/MoAI Data.,Thonze,IRR,MYN,95.951677000000004,17.739215999999999,Complete,Thonze,"2002",DAM0211,./0.png
97.963157,25.48725,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"130",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"656",,,Location an estimate based on MoEP map.,Tum Baing Hka,HP,MYN,97.963156999999995,25.487250000000000,Planned,Tum Baing,,DAM0213,./0.png
94.037043,20.803853,0.00000,"0","0",,0.00000,,"0",,,0.00000,"0",0.00000,"0","0","0",,,"0",0.000000000000000,0,,0.000000000000000,0.000000000000000,0.00000,,"150",,"0",0.00000,0.000000000000000,,0.000000000000000,,,,,,0.00000,"0",,"534",,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,,HP,MYN,94.037042999999997,20.803853000000000,Planned,Upper Bu,"2021",DAM0214,./0.png
97.162877,22.240208,,,,,,,,,,,,,,,,,,,,,,,243.000000000000000,,,,,,,,,,Yunnan Machinery & Equipment Import & Export Co.,,,,,,,,,"280",,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,Myitnge,HP,MYN,97.162876999999995,22.240207999999999,UC,Upper Yeywa,"2018",DAM0215,./0.png
95.609994,18.622783,,,,,,,,,,,,,,,,,,,,,,,1271.000000000000000,,,,,,50.59000,,,,,,,,,,,,n/a,n/a,"310.97",Google Earth visible. DoI/MoAI Data.,Wegyi,IRR,MYN,95.609994000000000,18.622782999999998,Complete,Wegyi,"2000",DAM0216,./0.png
95.396977,21.092847,,,,,,,,,,,,,,,,,,,,,,,1692.000000000000000,,,,,,4.14000,,,,,,,,,,,,n/a,n/a,"24.81",Google Earth visible. DoI/MoAI Data.,Welaung,IRR,MYN,95.396977000000007,21.092846999999999,Complete,Welaung,"1998",DAM0217,./0.png
95.517982,19.790566,,,,,,,,,,,,,,,,,,,,,,,5059.000000000000000,,,,,,6.42000,,,,,,,,,,,,n/a,n/a,"43.36",Google Earth visible. DoI/MoAI Data.,Yanpe,IRR,MYN,95.517982000000003,19.790565999999998,Complete,Yanpe,"2003",DAM0218,./0.png
94.09707,23.53123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,Google Earth visible. DoI/MoAI Data.,Nay Yin Za Yar,MP,MYN,94.097070000000002,23.531230000000001,Complete,Yazagyo,"2015",DAM0219,./0.png
